('Net Interest Income', '1,305,000', '1,153,000', '1,730,000', '2,327,000', '1,764,000')
         487371 function calls (469633 primitive calls) in 3.463 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       16    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       13    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       17    0.000    0.000    0.000    0.000 _collections.py:215(add)
       30    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.441    0.441 client.py:278(_read_status)
       46    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
      318    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.033    0.033 css_parser.py:431(CSSParser)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.443    0.443 client.py:311(begin)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:333(parse_url)
       24    0.000    0.000    0.000    0.000 element.py:2278(__init__)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:98(match_hostname)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
        1    0.000    0.000    0.005    0.005 dammit.py:541(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1284(_send_request)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.006    0.006 api.py:1(<module>)
       13    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
       16    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
      159    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      258    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       26    0.000    0.000    0.000    0.000 typing.py:253(_deduplicate)
      190    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    2.575    2.575 response.py:534(read)
        1    0.000    0.000    0.021    0.021 client.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.164    0.164 connectionpool.py:1034(_validate_conn)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
        1    0.000    0.000    0.000    0.000 ssl.py:1226(sendall)
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
       16    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       20    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       24    0.000    0.000    0.011    0.000 element.py:1871(find_all)
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      157    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
       87    0.000    0.000    0.000    0.000 typing.py:1143(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
        2    0.000    0.000    0.000    0.000 client.py:553(_get_chunk_left)
      104    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:457(reset)
        1    0.000    0.000    0.001    0.001 connection.py:231(request)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1586(_make_netmask)
       15    0.000    0.000    0.031    0.002 css_parser.py:308(__init__)
        3    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        1    0.000    0.000    0.037    0.037 dammit.py:1(<module>)
       24    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       56    0.000    0.000    0.000    0.000 element.py:1363(_all_strings)
        1    0.000    0.000    0.080    0.080 ssl.py:1335(do_handshake)
       78    0.000    0.000    0.000    0.000 typing.py:515(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 client.py:248(__init__)
        2    0.000    0.000    0.000    0.000 client.py:523(_read_next_chunk_size)
    43/26    0.000    0.000    0.001    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.103    0.103 element.py:1(<module>)
        2    0.000    0.000    0.002    0.001 request.py:1(<module>)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        4    0.000    0.000    0.001    0.000 message.py:564(get_content_type)
      153    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 dammit.py:481(find_declared_encoding)
      119    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       51    0.000    0.000    0.000    0.000 element.py:388(_last_descendant)
       17    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       17    0.000    0.000    0.000    0.000 abc.py:105(__new__)
       84    0.000    0.000    0.000    0.000 typing.py:1242(__eq__)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.007    0.007 css_match.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:728(verify_mode)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:562(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
       79    0.000    0.000    0.000    0.000 element.py:1570(__eq__)
       16    0.000    0.000    0.000    0.000 typing.py:664(__init__)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    3.183    3.183 poolmanager.py:353(urlopen)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1710(_parse_hextet)
       10    0.000    0.000    0.001    0.000 enum.py:937(_missing_)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        1    0.000    0.000    0.000    0.000 socket.py:768(close)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       14    0.000    0.000    0.015    0.001 css_parser.py:1156(process_selectors)
        1    0.000    0.000    0.077    0.077 connection.py:37(create_connection)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:1247(__hash__)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       16    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       98    0.000    0.000    0.000    0.000 constant.py:336(<lambda>)
        1    0.000    0.000    0.003    0.003 models.py:1(<module>)
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        1    0.000    0.000    0.024    0.024 exceptions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
       85    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.443    0.443 client.py:1330(getresponse)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:147(encode)
       28    0.000    0.000    0.000    0.000 element.py:274(get_text)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.005    0.003 _htmlparser.py:342(prepare_markup)
      127    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
     19/6    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
       85    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       30    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 socket.py:679(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:314(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 client.py:967(send)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 element.py:1172(Tag)
       10    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        4    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:344(__init__)
        1    0.000    0.000    0.000    0.000 hashlib.py:1(<module>)
       93    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
        1    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1843(_split_scope_id)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
       38    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        3    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 element.py:150(PageElement)
       16    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
       12    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
       17    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        1    0.000    0.000    2.575    2.575 client.py:577(_read_chunked)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1405(version)
        1    0.000    0.000    0.080    0.080 ssl_.py:355(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        1    0.000    0.000    0.037    0.037 formatter.py:1(<module>)
        1    0.000    0.000    3.183    3.183 financial_enhanced.py:27(get_page)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 ssl.py:587(load_default_certs)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:66(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2254(_IPv6Constants)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 models.py:23(CharsetMatch)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        1    0.000    0.000    0.005    0.005 dammit.py:646(_convert_from)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:514(family)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:412(_close_conn)
       89    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1151(getpeercert)
       58    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.092    0.092 _htmlparser.py:391(feed)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        1    0.000    0.000    0.080    0.080 ssl.py:507(wrap_socket)
       40    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        8    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        3    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       28    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        3    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       33    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.001    0.001 feedparser.py:178(_call_parse)
       28    0.000    0.000    0.000    0.000 element.py:293(<listcomp>)
        2    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_decl)
        1    0.000    0.000    0.000    0.000 response.py:162(HTTPResponse)
        1    0.000    0.000    0.000    0.000 connectionpool.py:998(_new_conn)
       18    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 client.py:1028(_send_output)
       85    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        2    0.000    0.000    2.575    1.287 client.py:623(_safe_read)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:430(_error_catcher)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
       61    0.000    0.000    0.000    0.000 dammit.py:166(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 element.py:1551(__getattr__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:565(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 client.py:429(flush)
       13    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1566(_BaseV6)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.002    0.002 connection.py:531(_match_hostname)
        1    0.000    0.000    0.010    0.010 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:614(options)
        3    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
        2    0.000    0.000    0.000    0.000 enum.py:749(__str__)
      132    0.000    0.000    0.000    0.000 element.py:977(name)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       16    0.000    0.000    0.023    0.001 six.py:190(find_spec)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:139(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        3    0.000    0.000    0.000    0.000 typing.py:1350(__init_subclass__)
      109    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        6    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:778(exec_module)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 ssl.py:618(options)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1532(_IPv4Constants)
        1    0.000    0.000    2.575    2.575 response.py:486(_fp_read)
        1    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        1    0.000    0.000    0.000    0.000 retry.py:448(_is_method_retryable)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.001    0.001 socket.py:938(getaddrinfo)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
       17    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1199(send)
       66    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       30    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.077    0.077 connection.py:161(_new_conn)
       20    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        3    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
        1    0.000    0.000    0.000    0.000 poolmanager.py:171(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1872(IPv6Address)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BeautifulSoup)
       18    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        1    0.000    0.000    0.016    0.016 css_parser.py:328(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        2    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
       24    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.080    0.080 ssl_.py:481(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 dammit.py:451(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        4    0.000    0.000    0.000    0.000 client.py:1007(_output)
        1    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
        4    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1125(_BaseV4)
        6    0.000    0.000    0.000    0.000 url.py:305(_idna_encode)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       17    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f9aed6eb130}
        1    0.000    0.000    0.000    0.000 client.py:417(close)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f9aed6ea680}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    3.183    3.183 request.py:58(request)
        7    0.000    0.000    0.024    0.003 six.py:85(_import_module)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:102(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       13    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:736(verify_mode)
        1    0.000    0.000    0.000    0.000 response.py:322(_init_length)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        1    0.000    0.000    0.000    0.000 retry.py:468(is_retry)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.092    0.092 __init__.py:444(_feed)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       18    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1279(request)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    3.183    3.183 request.py:82(request_encode_url)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        4    0.000    0.000    0.000    0.000 threading.py:359(notify)
        3    0.000    0.000    0.000    0.000 element.py:33(_alias)
       37    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
        2    0.000    0.000    0.000    0.000 socket.py:520(type)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1266(endheaders)
        1    0.000    0.000    0.003    0.003 ssl.py:488(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        3    0.000    0.000    0.000    0.000 connection.py:132(host)
        6    0.000    0.000    0.000    0.000 url.py:306(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
       20    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
        7    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 six.py:991(ensure_str)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:91(Retry)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:693(find_codec)
